arsenic,dist,assoc,educ,switch
2.08,63.465,0,10,0
0.05,7.888,0,8,0
0.63,42.819,0,5,0
0.76,23.652,0,9,0
0.43,13.722,1,0,0
0.18,3.418,0,8,0
0.06,11.789,0,8,0
0.02,4.482,1,5,0
0.01,8.735,0,8,0
1.41,47.455,0,5,1
2.8,39.133,0,5,1
0.46,3.072,0,7,0
0.12,5.628,0,12,0
0.2,2.01,0,2,0
0.2,5.704,0,2,0
0.2,138.299,1,7,0
1.2,86.541,0,7,0
0.97,64.907,1,5,1
1.18,43.015,1,6,0
0.55,15.852,0,12,1
0.76,13.11,0,14,1
0.16,2.33,0,17,0
0.01,14.508,0,12,0
1.37,10.63,0,12,1
1.26,17.004,0,15,0
1.21,167.025,0,16,0
1.34,157.937,1,5,0
1.92,127.787,0,10,1
0.33,5.335,0,17,0
0.4,6.355,1,0,0
3.17,7.593,0,5,0
1.17,16.031,1,5,0
0.01,68.155,0,12,0
2.11,143.242,0,7,0
0.86,177.272,0,10,1
0.02,19.106,1,0,0
3.33,57.761,0,0,0
0.04,17.65,0,10,0
2.5,93.426,1,0,1
3.57,45.744,1,0,1
2.46,55.685,0,10,1
2.86,56.731,0,10,1
0.03,12.451,1,5,0
3.13,82.033,0,0,1
0.92,51.35,0,5,1
1,70.933,0,5,1
0.03,9.601,1,6,0
2.16,11.035,0,10,1
1.15,35.09,0,0,0
1.28,34.446,0,0,0
1.27,92.12,0,4,0
0.04,9.4,0,5,0
0.01,4.546,0,5,0
0.01,7.06,0,8,0
1.19,21.671,0,5,1
0.44,13.271,1,6,0
0.77,19.24,0,8,0
0.35,5.786,0,7,0
1.59,116.107,1,12,1
0.82,35.439,0,2,0
0.02,5.69,0,0,0
0.01,2.272,0,0,0
0.01,5.882,0,0,0
0.21,1.468,0,5,0
0.17,4.812,1,4,0
0.12,12.466,0,6,0
0.02,6.435,1,3,0
0.02,2.454,1,2,0
0.23,5.036,1,14,0
0.1,4.681,1,14,0
2.07,48.944,0,4,1
1.61,44.155,1,4,1
2.07,68.805,1,5,1
0.01,78.68,0,4,0
2.47,99.91,0,5,0
0.18,15.039,1,8,1
0.93,28.145,0,8,0
1.17,6.157,0,12,1
1.02,5.972,0,9,0
0.03,1.981,0,15,0
1.45,139.098,0,18,1
0.31,12.756,0,9,0
0.75,27.319,0,5,0
1.17,16.344,0,5,0
1.37,20.933,0,5,1
1.3,48.684,0,0,0
1.41,62.083,0,9,1
1.84,58.845,0,5,0
0.02,2.252,1,12,0
1.22,58.995,0,12,1
0.99,50.83,0,5,1
0.61,16.837,0,8,0
0.41,8.232,1,10,0
0.01,10.591,1,10,0
1.76,13.256,0,6,0
1.09,86.734,1,12,1
1.38,54.805,0,5,0
1.75,123.441,0,4,0
0.58,121.415,0,6,0
0.88,21.998,0,12,0
1.39,31.526,1,12,1
2.28,83.413,0,12,0
1.55,39.148,0,7,0
2.03,64.151,1,4,0
0.05,5.733,0,0,0
0.99,14.239,0,0,0
0.02,5.798,0,3,0
0.58,5.872,0,0,0
0.01,16.162,0,0,0
3.47,17.794,0,5,1
0.13,1.268,0,0,0
4.32,37.08,0,5,1
5.62,34.519,0,5,1
2.78,46.636,1,14,0
0.33,2.759,0,4,0
0.36,4.168,0,2,0
0.73,15.649,0,0,0
0.64,8.907,0,0,0
0.81,22.271,0,8,1
0.34,5.249,0,8,0
0.55,24.117,0,0,0
0.59,26.364,0,5,0
0.35,3.881,1,5,0
0.87,15.361,1,8,1
1.17,14.905,0,0,1
1.51,38.679,1,0,1
0.45,4.589,0,0,0
0.75,18.759,0,5,1
0.44,10.069,0,0,0
0.61,32.031,0,10,1
0.78,52.512,1,5,0
0.02,11.237,0,10,0
0.01,12.454,0,10,0
0.01,8.865,0,10,0
2.47,144.577,1,5,0
3.67,151.066,0,0,0
0.41,1.709,0,7,0
3.09,28.138,1,10,0
0.03,5.047,0,12,0
0.01,0.369,0,12,0
1.62,20.027,1,6,0
0.91,25.644,1,7,0
0.09,11.236,0,17,0
0.72,83.324,1,5,1
0.7,83.824,1,4,0
0.98,43.291,0,0,1
2.81,34.809,0,5,1
0.62,18.895,0,8,1
0.23,6.208,0,9,0
0.72,15.831,0,12,0
0.64,31.802,0,5,0
1.07,2.097,0,5,0
0.01,4.929,0,8,0
1.37,62.566,0,8,1
1.19,20.215,0,8,1
0.01,8.203,0,14,0
0.29,7.881,0,0,0
0.02,12.552,0,6,0
0.19,2.896,0,0,0
0.55,11.729,1,5,1
0.1,27.002,0,3,0
0.13,10.736,0,5,0
0.01,9.787,0,1,0
0.01,8.874,0,14,0
0.01,12.414,0,10,0
0.01,0.579,0,14,0
0.13,9.675,0,9,0
0.06,8.04,0,5,0
0.11,4.21,0,0,0
1.4,11.55,0,5,1
0.01,16.321,0,10,0
0.02,7.241,0,0,0
1.9,78.506,0,4,1
1.22,54.525,1,3,0
0.03,1.304,0,3,0
0.7,16.172,1,4,1
0.01,3.911,0,10,0
0.19,4.589,0,10,0
0.14,12.797,0,10,0
0.18,1.516,1,8,0
1.37,72.076,1,8,0
7.38,32.731,1,8,1
3.04,10.63,0,8,0
1.14,70.881,1,7,1
1.17,28.814,0,12,1
0.18,16.972,0,14,0
0.16,5.733,1,4,0
0.64,20.325,1,16,0
0.46,4.304,1,8,0
0.5,7.465,1,6,0
0.46,17.058,1,5,0
0.45,15.349,0,7,0
0.15,11.895,1,3,0
0.01,6.842,0,0,0
0.17,16.932,0,0,0
0.01,13.471,0,5,0
0.14,11.24,0,5,1
0.13,3.094,0,0,0
0.16,14.117,0,5,0
0.16,16.055,0,5,0
0.07,8.784,1,5,0
0.12,5.509,1,0,0
0.03,11.117,1,0,0
4.19,17.181,1,0,1
1.94,5.069,1,5,1
0.03,11.543,1,5,0
0.59,3.644,1,5,1
1.18,21.115,0,10,1
0.06,3.937,1,0,0
0.82,18.109,1,5,1
0.62,27.731,0,0,1
4.95,36.549,1,6,0
4.39,60.708,1,6,0
3.9,54.34,0,4,0
0.21,7.139,1,6,0
0.28,8.521,1,10,0
0.03,6.588,0,17,0
0.14,4.801,0,3,0
1.05,47.426,0,5,0
1.44,36.682,0,0,1
3.5,28.637,0,0,1
0.08,4.694,0,0,0
1.42,36.234,0,0,0
1.33,33.816,0,0,0
1.13,60.054,0,5,0
0.05,0.795,0,10,0
0.06,8.538,0,12,0
0.17,6.953,0,10,0
0.05,5.018,1,0,0
0.06,2.88,1,0,0
0.04,1.204,0,5,0
0.01,7.029,0,7,0
0.06,10.508,0,7,0
0.02,6.199,0,4,0
0.01,3.301,1,3,0
0.01,7.892,0,6,0
0.01,6.37,1,6,0
0.01,4.483,1,3,0
0.01,14.462,0,10,0
0.94,107.438,1,5,0
0.89,87.02,1,5,0
0.03,2.779,0,5,0
0.28,10.13,0,5,0
0.55,34.053,0,0,0
0.37,6.252,0,6,0
0.43,13.711,0,0,0
0.28,9.147,0,5,0
0.92,11.677,0,0,1
0.47,10.696,0,5,0
0.07,17.798,0,5,0
0.52,14.383,0,0,0
0.04,3.756,0,2,1
0.25,12.283,0,4,0
0.03,6.966,0,4,0
0.38,17.687,0,5,0
0.33,3.654,0,4,0
0.61,21.547,0,1,0
0.91,89.106,0,2,1
9.65,71.543,1,5,1
4.18,65.347,0,3,1
2.15,4.301,0,4,1
1.59,26.782,1,8,1
2.08,15.601,1,8,1
0.11,6.736,0,4,0
0.03,6.657,1,9,0
0.47,11.665,1,9,0
0.73,74.252,0,5,0
1.23,58.493,0,9,1
1.36,31.084,0,10,1
1.13,11.737,0,6,1
0.02,13.768,0,3,0
1.82,25.474,0,5,1
0.06,16.216,0,5,0
2.3,37.099,0,0,0
0.03,2.495,0,8,0
0.02,22.386,1,6,0
1.77,68.001,0,5,0
2.13,61.332,0,8,0
0.02,10.995,0,10,0
0.86,27.925,0,5,0
0.67,22.29,0,10,0
0.64,59.128,1,0,1
0.76,65.954,1,12,0
0.01,2.252,0,0,0
1.5,58.79,1,0,1
2,38.381,0,6,0
0.52,34.218,1,7,0
1.44,109.475,0,0,0
3.25,34.995,0,12,1
0.68,45.348,1,9,0
0.17,6.841,1,8,0
0.15,12.746,1,7,0
0.85,34.214,1,7,1
0.56,25.593,1,7,1
0.02,6.191,0,9,0
0.02,10.783,0,5,0
0.02,6.293,0,4,0
0.65,54.115,0,5,1
0.38,4.498,0,8,0
0.4,5.285,1,6,0
0.57,36.617,0,6,1
0.52,34.406,0,5,0
0.5,4.689,1,7,0
0.08,3.059,1,10,0
0.11,0.683,0,10,0
0.02,4.091,0,10,0
2.08,21.947,0,0,1
0.04,18.862,0,5,0
0.31,8.568,1,5,0
0.31,4.943,1,5,0
0.42,2.383,1,5,0
0.21,7.092,1,5,0
0.04,7.734,1,0,0
0.12,3.756,1,0,0
0.26,5.715,1,5,0
0.3,11.992,1,10,0
0.15,11.699,1,10,0
0.12,3.9,1,14,0
0.15,0.65,1,0,0
2.05,18.223,1,0,0
0.44,6.132,0,3,0
1.28,6.132,0,6,0
1.62,64.398,0,5,0
1.52,70.042,0,5,0
0.8,88.414,1,3,0
0.59,64.025,0,0,0
0.53,97.637,0,2,0
1.72,168.488,0,4,0
0.39,15.712,1,3,0
3.38,18.094,0,5,1
0.48,5.092,0,0,0
0.65,8.884,0,0,0
1.11,40.484,0,0,1
2.5,8.337,0,0,1
3.66,24.323,0,5,1
4.8,28.277,0,9,1
0.08,11.144,0,0,0
1.53,30.89,0,0,0
0.58,15.728,1,5,0
1.58,8.992,0,0,1
0.29,8.85,0,0,0
0.56,23.231,0,0,0
0.67,14.035,0,0,0
2.8,27.03,0,0,1
3.17,64.726,0,0,0
2.68,43.258,0,5,0
1.64,10.441,0,13,0
0.16,4.804,0,0,0
0.19,12.789,0,0,0
0.38,10.322,0,5,0
0.33,2.721,0,0,0
0.23,5.383,0,10,0
0.03,10.061,0,6,0
0.04,9.894,0,8,0
0.05,3.011,1,10,0
0.06,10.335,1,0,0
0.08,11.795,0,6,0
0.19,5.888,1,10,0
2,22.99,0,5,0
0.22,12.742,1,5,0
0.43,8.685,1,5,0
0.74,15.512,0,5,1
0.67,20.839,1,12,0
0.02,5.986,1,5,0
0.05,11.644,1,14,0
1.72,15.852,1,14,1
2.29,119.885,0,5,1
1.52,38.795,0,5,0
0.59,41.213,0,5,1
1.43,41.158,0,0,1
1.35,42.592,1,0,1
1.07,6.45,1,5,1
1.88,26.738,1,9,0
0.61,7.255,0,0,0
0.57,7.27,0,5,0
1.2,11.494,1,10,0
0.57,13.164,0,12,0
0.38,6.373,0,10,0
0.86,11.26,1,7,1
0.03,11.879,0,0,0
0.29,6.412,0,0,0
0.08,5.814,0,0,0
0.01,12.037,0,5,0
0.01,9.772,1,5,0
2.54,25.421,0,5,1
0.19,4.549,1,5,0
0.29,10.204,1,12,0
0.01,0.34,0,5,0
0.01,3.743,0,5,0
0.01,6.541,0,10,0
0.01,5.214,0,5,0
0.02,1.372,0,5,0
0.02,21.73,1,8,0
0.17,9.625,1,7,0
1.13,34.344,1,10,1
0.05,11.632,0,5,0
0.1,12.532,0,5,0
0.02,10.76,1,7,0
0.01,7.783,1,4,0
0.3,9.752,1,13,0
0.02,11.287,0,9,0
0.04,5.18,0,12,0
0.44,8.807,0,5,0
2.63,46.631,0,8,0
0.58,62.857,1,5,1
2.86,117.69,1,5,0
2.95,145.792,0,5,1
1.28,114.545,1,5,0
0.03,0.939,0,3,0
0.04,4.885,0,5,0
0.15,1.738,0,5,0
0.23,3.129,0,0,0
0.54,13.953,0,5,1
2.8,79.585,0,6,0
2.66,73.364,0,0,1
0.09,11.664,0,5,0
0.05,7.572,1,6,1
0.27,2.518,0,10,0
0.09,10.381,0,10,1
0.55,32.161,0,10,0
0.64,35.222,0,5,0
0.06,8.607,0,5,0
0.17,6.83,0,0,0
3.01,65.345,0,0,1
0.73,55.647,0,0,0
0.66,70.587,0,0,1
0.09,5.536,0,6,0
1.23,58.914,0,4,1
1.13,77.734,0,5,1
1.08,38.071,0,0,1
0.04,9.79,0,14,0
0.03,6.248,0,8,0
0.3,15.844,0,5,0
0.02,5.89,1,0,0
0.04,14.543,0,9,0
0.01,7.225,1,8,0
0.01,5.524,0,4,0
0.01,10.993,0,6,0
0.01,16.081,0,6,0
0.66,10.132,1,8,0
0.01,4.188,0,9,0
0.01,7.51,0,9,0
0.02,2.946,0,7,0
0.02,6.16,1,5,0
0.02,13.786,1,7,0
2.34,48.301,0,0,0
0.16,8.301,0,5,1
0.72,71,0,10,0
1.26,38.857,1,5,0
0.55,24.223,0,12,1
0.46,9.282,1,7,0
0.48,13.994,1,6,0
0.73,79.903,1,10,0
0.57,134.595,1,7,0
0.98,153.546,1,8,0
0.5,0.877,0,7,0
0.88,14.858,0,10,0
0.37,9.423,0,6,0
0.29,5.346,1,8,0
0.47,5.193,0,13,0
0.01,11.326,0,5,0
0.04,4.484,0,4,0
0.53,9.977,0,14,0
0.02,8.739,1,5,0
0.01,4.119,0,8,0
0.96,26.32,0,0,0
0.01,4.439,1,0,1
0.01,9.505,0,5,0
0.52,19.347,1,5,0
0.02,8.881,1,0,0
0.02,2.407,0,0,0
1.08,21.386,1,3,0
0.07,2.515,1,5,1
0.01,6.117,1,0,0
0.01,1.851,0,0,0
0.01,7.942,0,6,0
0.01,7.052,0,10,0
0.04,8.023,0,10,0
0.01,9.202,0,5,0
0.01,17.167,0,5,0
0.01,7.393,0,8,0
0.01,9.019,0,5,0
0.23,10.96,0,6,1
0.38,9.007,0,14,0
0.01,10.656,0,7,0
0.05,11.013,1,5,0
0.34,5.524,0,14,0
0.51,7.708,0,4,0
0.48,1.3,1,4,0
0.64,22.842,0,3,0
0.26,2.628,0,5,0
0.12,17.509,0,8,0
0.01,8.032,0,2,1
0.01,13.463,0,12,0
0.01,2.273,0,14,0
0.02,9.736,0,5,0
0.01,11.449,0,5,0
0.01,9.687,0,0,0
0.01,5.747,0,5,0
0.01,9.384,0,0,0
0.01,9.526,0,0,0
0.01,8.037,0,0,0
0.66,20.844,1,5,1
